_id,nom,adresse,ville,telephone,email,description,etoiles,image,admin,services,createdAt,updatedAt,__v
6956e0fd33e2abe4be8bd2c0,Art Deco Dreams,487 Rue de la Joie,Cannes,+33 1 82648235,contact@diamond-plaza.com,"Hôtel de luxe situé à Cannes, offrant des services de première classe avec spa, restaurants et équipements de loisirs haut de gamme.",5,,6956e0f533e2abe4be8bd1e1,"[ObjectId('6956e0fd33e2abe4be8bd3b8'), ObjectId('6956e0fd33e2abe4be8bd3ba'), ObjectId('6956e0fd33e2abe4be8bd3bc'), ObjectId('6956e0fd33e2abe4be8bd3be'), ObjectId('6956e0fd33e2abe4be8bd3c0'), ObjectId('6956e0fd33e2abe4be8bd3c2'), ObjectId('6956e0fd33e2abe4be8bd3c4'), ObjectId('6956e0fd33e2abe4be8bd3c6')]",2026-01-01 21:02:53.267,2026-01-01 21:02:53.478,1
6956e0fd33e2abe4be8bd2c2,Crystal Bay Hotel,255 Rue de la Joie,Nantes,+33 9 41971118,contact@versailles-heritage.com,"Hôtel de luxe situé à Nantes, offrant des services de première classe avec spa, restaurants et équipements de loisirs haut de gamme.",3,,6956e0f533e2abe4be8bd1e1,"[ObjectId('6956e0fd33e2abe4be8bd3c9'), ObjectId('6956e0fd33e2abe4be8bd3cb'), ObjectId('6956e0fd33e2abe4be8bd3cd'), ObjectId('6956e0fd33e2abe4be8bd3cf'), ObjectId('6956e0fd33e2abe4be8bd3d1'), ObjectId('6956e0fd33e2abe4be8bd3d3'), ObjectId('6956e0fd33e2abe4be8bd3d5'), ObjectId('6956e0fd33e2abe4be8bd3d7'), ObjectId('6956e0fd33e2abe4be8bd3d9'), ObjectId('6956e0fd33e2abe4be8bd3db')]",2026-01-01 21:02:53.269,2026-01-01 21:02:53.489,1
6956e0fd33e2abe4be8bd2c4,Côte d'Azur Prince,87 Rue de la République,Antibes,+33 3 47918323,contact@sunset-lounge-resort.com,"Hôtel de luxe situé à Antibes, offrant des services de première classe avec spa, restaurants et équipements de loisirs haut de gamme.",4,,6956e0f533e2abe4be8bd1e1,"[ObjectId('6956e0fd33e2abe4be8bd3de'), ObjectId('6956e0fd33e2abe4be8bd3e0'), ObjectId('6956e0fd33e2abe4be8bd3e2'), ObjectId('6956e0fd33e2abe4be8bd3e4'), ObjectId('6956e0fd33e2abe4be8bd3e6'), ObjectId('6956e0fd33e2abe4be8bd3e8'), ObjectId('6956e0fd33e2abe4be8bd3ea'), ObjectId('6956e0fd33e2abe4be8bd3ec'), ObjectId('6956e0fd33e2abe4be8bd3ee')]",2026-01-01 21:02:53.272,2026-01-01 21:02:53.498,1
6956e0fd33e2abe4be8bd2c6,Imperial Grandeur,116 Rue de la République,Lyon,+33 5 22087892,contact@crystal-bay-hotel.com,"Hôtel de luxe situé à Lyon, offrant des services de première classe avec spa, restaurants et équipements de loisirs haut de gamme.",5,,6956e0f533e2abe4be8bd1e1,"[ObjectId('6956e0fd33e2abe4be8bd3f1'), ObjectId('6956e0fd33e2abe4be8bd3f3'), ObjectId('6956e0fd33e2abe4be8bd3f5'), ObjectId('6956e0fd33e2abe4be8bd3f7'), ObjectId('6956e0fd33e2abe4be8bd3f9'), ObjectId('6956e0fd33e2abe4be8bd3fb'), ObjectId('6956e0fd33e2abe4be8bd3fd'), ObjectId('6956e0fd33e2abe4be8bd3ff'), ObjectId('6956e0fd33e2abe4be8bd401')]",2026-01-01 21:02:53.274,2026-01-01 21:02:53.510,1
6956e0fd33e2abe4be8bd2c8,Château Montagne,251 Rue de la République,Chamonix,+33 2 30014964,contact@imperial-grandeur.com,"Hôtel de luxe situé à Chamonix, offrant des services de première classe avec spa, restaurants et équipements de loisirs haut de gamme.",4,,6956e0f533e2abe4be8bd1e1,"[ObjectId('6956e0fd33e2abe4be8bd404'), ObjectId('6956e0fd33e2abe4be8bd406'), ObjectId('6956e0fd33e2abe4be8bd408'), ObjectId('6956e0fd33e2abe4be8bd40a'), ObjectId('6956e0fd33e2abe4be8bd40c'), ObjectId('6956e0fd33e2abe4be8bd40e'), ObjectId('6956e0fd33e2abe4be8bd410'), ObjectId('6956e0fd33e2abe4be8bd412'), ObjectId('6956e0fd33e2abe4be8bd414'), ObjectId('6956e0fd33e2abe4be8bd416'), ObjectId('6956e0fd33e2abe4be8bd418'), ObjectId('6956e0fd33e2abe4be8bd41a')]",2026-01-01 21:02:53.276,2026-01-01 21:02:53.526,1
6956e0fd33e2abe4be8bd2ca,Côte d'Azur Prince,448 Rue de la Liberté,Paris,+33 1 62660741,contact@metropolitan-luxe.com,"Hôtel de luxe situé à Paris, offrant des services de première classe avec spa, restaurants et équipements de loisirs haut de gamme.",3,,6956e0f533e2abe4be8bd1e1,"[ObjectId('6956e0fd33e2abe4be8bd41d'), ObjectId('6956e0fd33e2abe4be8bd41f'), ObjectId('6956e0fd33e2abe4be8bd421'), ObjectId('6956e0fd33e2abe4be8bd423'), ObjectId('6956e0fd33e2abe4be8bd425'), ObjectId('6956e0fd33e2abe4be8bd427'), ObjectId('6956e0fd33e2abe4be8bd429'), ObjectId('6956e0fd33e2abe4be8bd42b')]",2026-01-01 21:02:53.278,2026-01-01 21:02:53.535,1
6956e0fd33e2abe4be8bd2cc,Imperial Grandeur,396 Rue de la Victoire,Nice,+33 7 69327004,contact@essence-of-france.com,"Hôtel de luxe situé à Nice, offrant des services de première classe avec spa, restaurants et équipements de loisirs haut de gamme.",5,,6956e0f533e2abe4be8bd1e1,"[ObjectId('6956e0fd33e2abe4be8bd42e'), ObjectId('6956e0fd33e2abe4be8bd430'), ObjectId('6956e0fd33e2abe4be8bd432'), ObjectId('6956e0fd33e2abe4be8bd434'), ObjectId('6956e0fd33e2abe4be8bd436'), ObjectId('6956e0fd33e2abe4be8bd438'), ObjectId('6956e0fd33e2abe4be8bd43a'), ObjectId('6956e0fd33e2abe4be8bd43c'), ObjectId('6956e0fd33e2abe4be8bd43e'), ObjectId('6956e0fd33e2abe4be8bd440'), ObjectId('6956e0fd33e2abe4be8bd442'), ObjectId('6956e0fd33e2abe4be8bd444')]",2026-01-01 21:02:53.281,2026-01-01 21:02:53.549,1
6956e0fd33e2abe4be8bd2ce,Étoile Bleue Palace,376 Rue de la République,Megeve,+33 2 75095467,contact@art-deco-dreams.com,"Hôtel de luxe situé à Megeve, offrant des services de première classe avec spa, restaurants et équipements de loisirs haut de gamme.",5,,6956e0f533e2abe4be8bd1e1,"[ObjectId('6956e0fd33e2abe4be8bd447'), ObjectId('6956e0fd33e2abe4be8bd449'), ObjectId('6956e0fd33e2abe4be8bd44b'), ObjectId('6956e0fd33e2abe4be8bd44d'), ObjectId('6956e0fd33e2abe4be8bd44f'), ObjectId('6956e0fd33e2abe4be8bd451'), ObjectId('6956e0fd33e2abe4be8bd453'), ObjectId('6956e0fd33e2abe4be8bd455'), ObjectId('6956e0fd33e2abe4be8bd457'), ObjectId('6956e0fd33e2abe4be8bd459'), ObjectId('6956e0fd33e2abe4be8bd45b')]",2026-01-01 21:02:53.282,2026-01-01 21:02:53.562,1
6956e0fd33e2abe4be8bd2d0,Versailles Heritage,492 Rue de la Liberté,Bordeaux,+33 6 40577490,contact@alpine-paradise.com,"Hôtel de luxe situé à Bordeaux, offrant des services de première classe avec spa, restaurants et équipements de loisirs haut de gamme.",4,,6956e0f533e2abe4be8bd1e1,"[ObjectId('6956e0fd33e2abe4be8bd45e'), ObjectId('6956e0fd33e2abe4be8bd460'), ObjectId('6956e0fd33e2abe4be8bd462'), ObjectId('6956e0fd33e2abe4be8bd464'), ObjectId('6956e0fd33e2abe4be8bd466'), ObjectId('6956e0fd33e2abe4be8bd468'), ObjectId('6956e0fd33e2abe4be8bd46a'), ObjectId('6956e0fd33e2abe4be8bd46c'), ObjectId('6956e0fd33e2abe4be8bd46e'), ObjectId('6956e0fd33e2abe4be8bd470'), ObjectId('6956e0fd33e2abe4be8bd472')]",2026-01-01 21:02:53.284,2026-01-01 21:02:53.573,1
6956e0fd33e2abe4be8bd2d2,Crystal Bay Hotel,378 Rue de la Liberté,Lyon,+33 2 40358271,contact@côte-d'azur-prince.com,"Hôtel de luxe situé à Lyon, offrant des services de première classe avec spa, restaurants et équipements de loisirs haut de gamme.",5,,6956e0f533e2abe4be8bd1e1,"[ObjectId('6956e0fd33e2abe4be8bd475'), ObjectId('6956e0fd33e2abe4be8bd477'), ObjectId('6956e0fd33e2abe4be8bd479'), ObjectId('6956e0fd33e2abe4be8bd47b'), ObjectId('6956e0fd33e2abe4be8bd47d'), ObjectId('6956e0fd33e2abe4be8bd47f'), ObjectId('6956e0fd33e2abe4be8bd481'), ObjectId('6956e0fd33e2abe4be8bd483'), ObjectId('6956e0fd33e2abe4be8bd485')]",2026-01-01 21:02:53.286,2026-01-01 21:02:53.584,1
